PC1,PC2,Probability,Free_Energy_kJ_mol,Sampled
-3.4481238000000003,3.6549952500000003,0.0,,False
-3.4481238000000003,3.7320611500000003,0.0,,False
-3.4481238000000003,3.80912705,0.0,,False
-3.3653506,-3.82039705,0.0,,False
-3.3653506,-3.74333115,0.0,,False
-3.3653506,-3.66626525,0.0,,False
-3.3653506,-3.58919935,0.0,,False
-3.3653506,-3.51213345,0.0,,False
-3.3653506,-3.43506755,0.0,,False
-3.3653506,-3.35800165,0.0,,False
-3.3653506,-3.28093575,0.0,,False
-3.3653506,-3.20386985,0.0,,False
-3.3653506,-3.1268039499999998,0.0,,False
-3.3653506,-3.0497380499999998,0.0,,False
-3.3653506,-2.9726721499999997,0.0,,False
-3.3653506,-2.8956062499999997,0.0,,False
-3.3653506,-2.8185403499999997,0.0,,False
-3.3653506,-2.7414744499999997,0.0,,False
-3.3653506,-2.6644085499999997,0.0,,False
-3.3653506,-2.5873426499999996,0.0,,False
-3.3653506,-2.5102767499999996,0.0,,False
-3.3653506,-2.4332108499999996,0.0,,False
-3.3653506,-2.3561449499999996,0.0,,False
-3.3653506,-2.2790790499999996,0.0,,False
-3.3653506,-2.2020131499999995,0.0,,False
-3.3653506,-2.1249472499999995,0.0,,False
-3.3653506,-2.04788135,0.0,,False
-3.3653506,-1.97081545,0.0,,False
-3.3653506,-1.89374955,0.0,,False
-3.3653506,-1.8166836499999999,0.0,,False
-3.3653506,-1.7396177499999999,0.0,,False
-3.3653506,-1.6625518499999998,0.0,,False
-3.3653506,-1.5854859499999998,0.0,,False
-3.3653506,-1.5084200499999998,0.0,,False
-3.3653506,-1.4313541499999998,0.0,,False
-3.3653506,-1.3542882499999997,0.0,,False
-3.3653506,-1.2772223499999997,0.0,,False
-3.3653506,-1.2001564499999997,0.0,,False
-3.3653506,-1.1230905499999997,0.0,,False
-3.3653506,-1.0460246499999997,0.0,,False
-3.3653506,-0.9689587499999996,0.0,,False
-3.3653506,-0.8918928499999996,0.0,,False
-3.3653506,-0.8148269499999996,0.0,,False
-3.3653506,-0.7377610499999996,0.0,,False
-3.3653506,-0.6606951499999996,0.0,,False
-3.3653506,-0.5836292499999995,0.0,,False
-3.3653506,-0.5065633499999995,0.0,,False
-3.3653506,-0.4294974499999995,0.0,,False
-3.3653506,-0.3524315499999995,0.0,,False
-3.3653506,-0.27536564999999946,0.0,,False
-3.3653506,-0.19829974999999966,0.0,,False
-3.3653506,-0.12123384999999987,0.0,,False
-3.3653506,-0.044167949999999845,0.0,,False
-3.3653506,0.032897950000000176,0.0,,False
-3.3653506,0.1099638500000002,0.0,,False
-3.3653506,0.18702975000000022,0.0,,False
-3.3653506,0.26409565000000024,0.0,,False
-3.3653506,0.34116155000000026,2.3561363627270515e-08,27.133274347052172,False
-3.3653506,0.4182274500000003,9.505339462975551e-06,12.167239807778996,True
-3.3653506,0.4952933500000003,7.02382436736977e-05,7.1784643219140785,True
-3.3653506,0.5723592500000003,9.526085281429432e-06,12.16180173671537,True
-3.3653506,0.6494251500000003,2.6369947018466797e-08,26.852370006723515,False
-3.3653506,0.7264910500000004,2.815545173390561e-09,32.43237818129086,False
-3.3653506,0.8035569500000004,1.1330703707162456e-06,17.472505340650244,False
-3.3653506,0.8806228500000004,8.380694842432895e-06,12.48133408552584,True
-3.3653506,0.9576887500000004,3.419943007038228e-06,14.717027253301948,True
-3.3653506,1.0347546500000004,1.679166091177315e-05,10.747889452797601,True
-3.3653506,1.1118205500000005,1.9037048872969566e-05,10.434838380686848,True
-3.3653506,1.1888864500000005,0.00013439672198180486,5.559880168064034,True
-3.3653506,1.2659523500000005,0.0001049075201024879,6.177769881502366,True
-3.3653506,1.3430182500000005,9.160648628863478e-05,6.515945152692416,True
-3.3653506,1.4200841500000005,9.76974999113545e-05,6.355374864360054,True
-3.3653506,1.4971500500000006,8.212472907463309e-05,6.7884838477647556,True
-3.3653506,1.5742159500000006,3.473044903478292e-05,8.935167634477184,True
-3.3653506,1.6512818500000006,0.0001355920576550115,5.537793386409308,True
-3.3653506,1.7283477500000006,9.538705894962304e-05,6.415072000345463,True
-3.3653506,1.8054136500000006,1.0706299264746802e-05,11.870466883330474,True
-3.3653506,1.8824795500000007,8.19393097931795e-08,24.024403786715457,False
